loadable,snapshot_date,source_commit,profiles,source,status,baseline_coverage,limited,evidence,coverage_scope,sanitizer_evidence,fuzz_evidence,companion_loadables,busybox_applet,busybox_availability,external_program,external_availability,comparison_scope,metric_kind,work_unit,benchmark_cases,selected_case,fixture,builtin_command,external_command,passes,timed_samples,bashos_result,bashos_ms,busybox_ms,external_ms,bashos_over_external,priority,next_work,notes
utf8,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/utf8.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,Python Unicode / grapheme library,adapter,Codepoints and grapheme clusters are different workloads.,self-timed,"1,824 bytes / 1,080 codepoints walked by libgrapheme's cluster-break machine, yielding 1,080 grapheme clusters",utf8-length-grapheme;utf8-normalize-nfd,utf8-length-grapheme,empty,utf8 length 'Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 ' -T grapheme,utf8 length 'Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 Café naïve Étoile ñandú 각깎밝 你好世界 ﬁ⁵½ ÅÆØ œ 😀 ' -T grapheme,128,7,ok,10.202,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
utmp,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/utmp.c,Contract,Contract,False,tests/system-smoke.sh,"Exit statuses, isolated records or temporary attributes.",,,,who,available,utmpdump / who,adapter,UTMP record API; use private files.,self-timed,"1,572,864 bytes of utmp read as 4096 384-byte records; 3584 records scrubbed over 320 fixed-width bytes each and formatted / 3584 lines, 1,272,320 bytes emitted",utmp-dump,utmp-dump,empty,utmp dump utmpfix,utmp dump utmpfix,10,7,ok,66.585,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
uudecode,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/uudecode.c,Bench checked,Build/help,False,,,,,,uudecode,available,uudecode,missing,Same-name candidate; only measured arguments are compared.,compared,,uudecode,uudecode,uuencoded,uudecode -o -,uudecode -o -,59,7,ok,36.842,100.351,,,P4,Extend sizes/options; no selected-case performance priority.,
uuencode,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/uuencode.c,Bench checked,Build/help,False,,,,,,uuencode,available,uuencode,missing,Same-name candidate; only measured arguments are compared.,compared,,uuencode;uuencode-base64,uuencode,bytes,uuencode bytes,uuencode bytes,51,7,ok,52.132,101.08,,,P4,Extend sizes/options; no selected-case performance priority.,
uuidgen,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/uuidgen.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,,n/a,uuidgen,missing,Same-name candidate; only measured arguments are compared.,self-timed,"20,000 name-based UUIDv3 generations per pass (20,000 MD5 digests over a 16-byte namespace plus an 11-byte name, formatted to 740,000 bytes of output)",uuidgen-v3-md5;uuidgen-v5-sha1,uuidgen-v3-md5,empty,uuidgen -m -n @dns -N example.com -C 20000,uuidgen -m -n @dns -N example.com -C 20000,4,7,ok,80.899,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
vec,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/vec.c,Contract,Contract,False,tests/large-smoke.py,"Private images, files, loopback services or tool-specific fixtures.",tests/large-sanitize.sh,,,,n/a,NumPy,adapter,"Persistent vector API; match types, allocation and operation count.",self-timed,"one multiply-accumulate over 1,000,000 int64 element pairs (self dot product) printing the exact result",vec-dot;vec-sum,vec-dot,empty,vec dot 0 0,vec dot 0 0,8,7,ok,65.339,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
vi,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/vi.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,vi,available,vi,available,Same-name candidate; only measured arguments are compared.,compared,"piece-table load and line index of 1,680,000 bytes / 120,000 lines, then a full save of the same 1.68 MB",vi-keys;vi-write,vi-write,empty,vi -c 'w viout' -c 'q!' duplicates,vi -u NONE -i NONE -n --headless -c 'w! viout' -c 'q!' duplicates,19,7,ok,72.15,,364.084,0.1982,P3,Clamp the cursor to the new last line after a delete.,"After `dd` deletes the buffer's last line the cursor is left on a line that no longer exists, and every later `dd` is a silent no-op returning 0; nvim clamps the cursor and keeps deleting. The benchmark fixture deliberately omits `G` before its dd run: with it the case would have measured one edit instead of 250 while still validating."
vmstat,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;desktop;full,loadables/vmstat.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,vmstat,available,Same-name candidate; only measured arguments are compared.,self-timed,"21,056 bytes of diskstats parsed: 256 device lines of 17 fields; 2 header lines plus 256 rows / 22,439 bytes emitted",vmstat-diskstats,vmstat-diskstats,empty,vmstat -d,vmstat -d,79,7,ok,37.667,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
vt,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/vt.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,,n/a,Terminal parser/model API; compare state or rendered cells.,self-timed,"329,711 bytes of terminal traffic (SGR basic/256-colour/truecolour, CUP/CUU/CUD/CUF/CUB, EL/ED, DECSTBM, IL/DL, DECSC/DECRC, tabs, wide CJK and combining marks) fed byte-by-byte through the VT state machine onto a 200x50 grid, then those 10,000 cells rendered with SGR run-tracking to 5,691 bytes. The rebuild runs in the per-pass reset, which is inside the timed step, so one pass is parse plus render",vt,vt,empty,vt render 0 -A,vt render 0 -A,6,7,ok,97.209,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
w,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;desktop;full,loadables/w.c,Smoke,Smoke,False,tests/system-smoke.sh,Selected read/query paths; no full subsystem integration claim.,,,,w,available,w,available,Same-name candidate; only measured arguments are compared.,self-timed,"1,572,864 bytes of utmp read as 4096 384-byte records; 3584 USER_PROCESS rows formatted in 8 columns / 3585 lines, 211,524 bytes emitted",w-utmpfixture,w-utmpfixture,empty,w utmpfix,w utmpfix,5,7,ok,73.105,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
wall,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/wall.c,Negative checks,Negative checks,False,tests/terminal-smoke.py,Missing-recipient/error paths; successful live delivery is unverified here.,tests/terminal-sanitize.sh,,,,n/a,wall,available,Same-name candidate; only measured arguments are compared.,self-timed,"utmp walk and de-duplication over four USER_PROCESS records, then fputs_careful-style escaping of a 65,538-byte message (control to ^X, 0x80-0xff to \NNN, LF to CRLF) delivered to four terminals at 171,522 bytes each, 686 KB written",wall,wall,bytes,wall,wall,10,7,ok,74.486,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
watch,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/watch.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,,watch,available,watch,available,Same-name candidate; only measured arguments are compared.,self-timed,"two iterations: two forks, 2 x 120 KB slurped through a pipe, one full byte-for-byte diff of frame 2 against frame 1, and 240 KB re-emitted by bw_write_diff at one write(2) per byte plus SGR runs, 240,012 bytes out",watch,watch,empty,watch -n 0.001 -g -d 'cat left; printf X >> wmark; cat wmark',watch -n 0.001 -g -d 'cat left; printf X >> wmark; cat wmark',3,7,ok,122.955,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
wc,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/wc.c,Parity,Parity,False,tests/wc-tail-parity.sh;tests/host-smoke.sh;tests/rootfs-smoke.sh,"Dedicated comparison suite; only the tested options and fixtures are covered.; Basic file, pipe or archive behavior with an empty PATH.; Static binary in an isolated root filesystem; fixture paths only.",,,,wc,available,wc,available,Same-name candidate; only measured arguments are compared.,compared,,wc-characters;wc-counts;wc-width,wc-characters,text,wc -m,wc -m,42,7,ok,50.015,130.113,31.315,1.5972,P3,"Confirm wc-characters (1.60× external time), then profile.",Requested word-count assertions are covered by tests/wc-check.sh and tests/wc-tail-parity.sh.
wg,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/wg.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,,n/a,wg,missing,Same-name candidate; only measured arguments are compared.,self-timed,one Curve25519 base-point scalar multiplication plus base64 decode of the 32-byte private key and base64 encode of the public key,wg-pubkey;wg-setconf-dryrun,wg-pubkey,wgkey,wg pubkey,wg pubkey,178,7,ok,13.683,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
wget_wch,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/wget_wch.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,,,n/a,,n/a,Wide-character terminal decoder API.,self-timed,"31 bytes parsed from a 62-character hex word and decoded as the largest cluster the API expresses - one base scalar plus 15 combining marks, 16 codepoints through bww_decode_cluster()'s UTF-8 decode and combiner/VS/ZWJ classification - printed as a 16-field record, 125 bytes out",wget_wch,wget_wch,empty,wget_wch decode 65cc80cc81cc82cc83cc84cc85cc86cc87cc88cc89cc8acc8bcc8ccc8dcc8e,wget_wch decode 65cc80cc81cc82cc83cc84cc85cc86cc87cc88cc89cc8acc8bcc8ccc8dcc8e,114,7,ok,5.059,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
wgetch,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/wgetch.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,,,n/a,,n/a,Terminal input queue/decoder API.,self-timed,"one 6-byte CSI key record read off stdin through bw_read_key_fd()'s incremental grow loop: 6 read()s, 5 poll()s and an exact/has-prefix/has-longer sweep of the 34-entry table after every byte, printing one decoded key record",wgetch,wgetch,keyseq,wgetch read 0,wgetch read 0,200,7,ok,5.935,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
whatis,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/whatis.c,Contract,Contract,False,tests/misc-smoke.py,Independent expected values or private file/socket fixtures.,,,man,,n/a,whatis,available,Same-name candidate; only measured arguments are compared.,compared,"8 rewind+scan passes over the 1283890 B whatis index (10.3 MB read, 160000 lines head-matched), 8 records emitted (518 B)",whatis,whatis,empty,whatis tool00001 tool02500 tool05000 tool07500 tool10000 tool12500 tool15000 tool19999,whatis tool00001 tool02500 tool05000 tool07500 tool10000 tool12500 tool15000 tool19999,8,7,ok,69.855,,318.006,0.2197,P4,Extend sizes/options; no selected-case performance priority.,
whiptail,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/whiptail.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,whiptail,available,Same-name candidate; only measured arguments are compared.,self-timed,"85,000 bytes / 15,000 tag lines consumed with one read(2) per byte, then the space-joined --notags result assembly (item text instead of tag)",whiptail,whiptail,dialogtags,whiptail --output-fd 1 --notags --checklist pick 20 60 10 alpha Apple off beta Banana off gamma Grape off delta Damson off,whiptail --output-fd 1 --notags --checklist pick 20 60 10 alpha Apple off beta Banana off gamma Grape off delta Damson off,3,7,ok,78.187,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
who,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;desktop;full,loadables/who.c,Smoke,Smoke,False,tests/system-smoke.sh,Selected read/query paths; no full subsystem integration claim.,,,,who,available,who,available,Same-name candidate; only measured arguments are compared.,compared,"1,572,864 bytes of utmp read as 4096 384-byte records, filtered to 3584 USER_PROCESS entries; 3584 names plus the ""# users="" tally / 32,269 bytes emitted",who-quick,who-quick,empty,who -q utmpfix,who -q utmpfix,37,7,ok,64.049,,363.221,0.1763,P4,Extend sizes/options; no selected-case performance priority.,
whoami,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,Bash examples/loadables/whoami.c,Contract,Contract,False,tests/rootfs-smoke.sh,Static binary in an isolated root filesystem; fixture paths only.,,,,whoami,available,whoami,available,Same-name candidate; only measured arguments are compared.,compared,,whoami,whoami,empty,whoami,whoami,130,7,ok,4.025,102.466,86.04,0.0468,P4,Extend sizes/options; no selected-case performance priority.,
wipefs,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/wipefs.c,Bench checked,Build/help,False,,,,,,,n/a,wipefs,available,Same-name candidate; only measured arguments are compared.,compared,"32 image opens x 10 fixed-offset pread signature probes each (2 swap magics, 8 filesystem magics) = 320 preads, 32 rows / 736 bytes printed",wipefs,wipefs,empty,wipefs -n swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img,"wipefs -n -O OFFSET,TYPE,DEVICE -i swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img swapsig.img",99,7,ok,21.15,,1379.523,0.0153,P4,Extend sizes/options; no selected-case performance priority.,
write,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/write.c,Negative checks,Negative checks,False,tests/terminal-smoke.py,Missing-recipient/error paths; successful live delivery is unverified here.,tests/terminal-sanitize.sh,,,,n/a,write,missing,Same-name candidate; only measured arguments are compared.,self-timed,"single-target tty resolve, stat and mesg gate, then fputs_careful-style escaping of a 65,538-byte message delivered to one terminal, 171,522 bytes written",write,write,bytes,write tty0,write tty0,25,7,ok,50.224,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
xargs,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/xargs.c,Contract,Contract,False,tests/regressions.py;tests/rootfs-smoke.sh,"Repeated calls, literal arguments, process isolation and file-state regressions.; Static binary in an isolated root filesystem; fixture paths only.",,,,xargs,available,xargs,available,Same-name candidate; only measured arguments are compared.,compared,,xargs,xargs,left,xargs -n 10 /bin/echo,xargs -n 10 /bin/echo,3,7,ok,2991.69,1954.0,2684.932,1.1143,P4,Extend sizes/options; no selected-case performance priority.,
